  	MAG 	UTC DATE-TIME		LAT		LON		DEPTH	 Region
MAP	 5.8  	2011/03/12 12:53:50 	  37.754 	  143.573 	19.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 12:50:28 	  37.834 	  143.856 	24.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 12:43:13 	  37.398 	  143.776 	35.3 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 12:27:17 	  39.721 	  144.505 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 12:15:31 	  39.789 	  142.586 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 12:06:57 	  40.058 	  141.980 	25.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.3  	2011/03/12 12:06:16 	  51.593 	 -175.256 	25.5 	 ANDREANOF ISLANDS, ALEUTIAN IS., ALASKA
MAP	 4.4  	2011/03/12 12:03:43 	  25.260 	 -109.964 	10.1 	 GULF OF CALIFORNIA
MAP	 5.7  	2011/03/12 11:46:01 	  35.761 	  141.656 	17.6 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 11:39:05 	  37.626 	  142.805 	24.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 11:20:16 	  38.735 	  142.462 	24.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 11:05:00 	  37.913 	  143.740 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 6.1  	2011/03/12 10:53:31 	  39.075 	  142.352 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 10:49:24 	  37.483 	  143.225 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 10:39:12 	  36.749 	  141.799 	31.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/12 10:34:49 	  37.846 	  144.377 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/12 10:20:22 	  37.197 	  143.483 	25.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.4  	2011/03/12 10:17:09 	  18.899 	 -107.111 	33.5 	 OFF THE COAST OF JALISCO, MEXICO
MAP	 4.9  	2011/03/12 10:06:12 	  37.185 	  143.481 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 10:00:26 	  35.984 	  141.794 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 09:51:35 	  -3.790 	  151.443 	10.0 	 NEW IRELAND REGION, PAPUA NEW GUINEA
MAP	 4.9  	2011/03/12 09:47:59 	  38.351 	  142.298 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 09:40:44 	  38.867 	  142.829 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 09:27:12 	  37.436 	  143.716 	25.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/12 09:18:56 	  37.141 	  143.496 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 09:05:33 	  38.444 	  144.305 	28.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 09:00:03 	  37.328 	  143.591 	41.3 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.6  	2011/03/12 08:58:24 	  37.100 	  143.532 	34.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 08:52:50 	  37.221 	  143.659 	38.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 08:45:30 	  -7.239 	  129.151 	186.4 	 KEPULAUAN BABAR, INDONESIA
MAP	 5.0  	2011/03/12 08:38:40 	 -20.311 	 -176.185 	229.3 	 FIJI REGION
MAP	 4.8  	2011/03/12 08:38:04 	  38.370 	  141.801 	27.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 08:30:22 	  38.194 	  142.766 	28.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.6  	2011/03/12 08:22:07 	  36.131 	  141.772 	30.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 08:13:42 	  39.343 	  142.989 	26.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 07:54:10 	  36.064 	  141.496 	31.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 07:50:54 	  38.537 	  146.425 	14.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 07:46:42 	  37.785 	  143.660 	34.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 07:38:06 	  38.676 	  144.429 	29.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 07:30:18 	  35.943 	  141.348 	30.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 07:21:00 	  36.069 	  141.321 	29.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 07:18:53 	  39.116 	  144.638 	12.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 07:13:35 	  37.452 	  142.050 	25.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 07:07:32 	  38.363 	  142.164 	29.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 07:02:21 	  36.916 	  143.456 	30.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.5  	2011/03/12 06:53:53 	  37.905 	  144.643 	40.6 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 06:49:12 	  38.673 	  142.579 	23.6 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 06:44:01 	  36.613 	  140.767 	31.1 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 06:39:26 	  37.604 	  142.774 	44.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 06:36:00 	  39.636 	  143.436 	28.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 06:29:10 	  39.237 	  142.381 	30.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 2.9  	2011/03/12 06:20:47 	  19.374 	  -68.311 	87.4 	 DOMINICAN REPUBLIC REGION
MAP	 5.5  	2011/03/12 06:18:43 	  39.235 	  142.377 	36.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/12 06:10:44 	  38.594 	  143.753 	10.4 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 06:10:23 	  37.197 	  143.710 	35.4 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 06:00:25 	  36.415 	  141.714 	29.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 05:58:59 	  37.759 	  143.963 	37.6 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 05:14:51 	  36.811 	  140.375 	25.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/12 04:52:58 	  40.123 	  143.287 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 04:47:19 	  35.969 	  141.416 	26.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 04:43:04 	  35.983 	  141.347 	25.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/12 04:37:21 	  36.268 	  140.997 	25.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 04:06:09 	  38.902 	  141.792 	25.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/12 04:04:49 	  -2.994 	  139.126 	48.3 	 NEAR THE NORTH COAST OF PAPUA, INDONESIA
MAP	 5.1  	2011/03/12 03:54:48 	  35.838 	  141.275 	26.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/12 03:34:46 	  35.257 	  140.973 	25.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/12 03:29:28 	  37.929 	  144.671 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 03:21:44 	  37.924 	  143.923 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.7  	2011/03/12 03:11:59 	  35.950 	  141.407 	24.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.8  	2011/03/12 03:01:49 	  39.612 	  142.770 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.6  	2011/03/12 02:47:36 	  37.617 	  143.696 	25.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 2.6  	2011/03/12 02:43:49 	  19.341 	 -154.992 	8.2 	 HAWAII REGION, HAWAII
MAP	 5.0  	2011/03/12 02:43:11 	  39.170 	  142.342 	25.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 02:34:05 	  36.738 	  141.411 	22.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 02:27:50 	  37.941 	  144.496 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 02:13:51 	  37.569 	  143.738 	24.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/12 02:07:21 	  37.825 	  143.207 	24.6 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 02:04:55 	  36.739 	  141.512 	25.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 01:59:44 	  37.522 	  142.783 	24.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 6.8  	2011/03/12 01:47:16 	  37.588 	  142.682 	24.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 6.2  	2011/03/12 01:46:21 	  37.354 	  141.998 	25.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/12 01:43:20 	  36.321 	  141.753 	27.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.0  	2011/03/12 01:34:10 	  38.748 	  142.853 	24.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/12 01:25:04 	  36.425 	  141.605 	27.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.1  	2011/03/12 01:19:07 	 -16.727 	 -173.174 	10.9 	 TONGA
MAP	 5.7  	2011/03/12 01:17:41 	 -16.661 	 -173.066 	31.5 	 TONGA
MAP	 5.4  	2011/03/12 01:17:02 	  38.095 	  142.702 	24.6 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/12 01:12:16 	  37.118 	  140.535 	54.5 	 EASTERN HONSHU, JAPAN
MAP	 5.1  	2011/03/12 01:03:59 	  37.939 	  141.556 	26.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/12 00:45:10 	  36.041 	  141.815 	23.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 00:39:37 	  37.317 	  142.450 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 00:25:08 	  37.803 	  141.894 	29.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/12 00:21:25 	  36.475 	  143.586 	24.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 3.0  	2011/03/12 00:04:09 	  19.337 	 -154.981 	9.3 	 HAWAII REGION, HAWAII
MAP	 5.4  	2011/03/11 23:59:21 	  36.499 	  141.441 	22.6 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/11 23:58:04 	  38.460 	  143.530 	29.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 23:53:29 	  38.858 	  142.452 	25.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 23:40:12 	  37.073 	  143.529 	25.3 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 23:31:23 	  33.728 	  143.855 	24.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/11 23:26:51 	  39.178 	  142.709 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 23:21:22 	  39.161 	  143.296 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 23:05:15 	  39.732 	  141.850 	65.0 	 EASTERN HONSHU, JAPAN
MAP	 5.4  	2011/03/11 22:54:28 	  36.494 	  142.267 	25.4 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.8  	2011/03/11 22:51:18 	  37.806 	  144.967 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/11 22:42:59 	  37.627 	  143.801 	27.4 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 22:36:57 	  37.097 	  143.796 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.6  	2011/03/11 22:29:42 	  38.285 	  142.636 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 22:22:36 	  39.180 	  142.917 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/11 22:08:14 	  40.152 	  142.219 	47.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 2.9  	2011/03/11 22:01:26 	  19.081 	  -64.701 	62.0 	 VIRGIN ISLANDS REGION
MAP	 5.2  	2011/03/11 21:41:58 	  37.279 	  142.351 	10.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/11 21:34:25 	  37.401 	  141.236 	37.1 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/11 21:00:46 	  39.048 	  142.477 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 20:41:24 	  37.675 	  143.698 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 20:36:10 	  37.838 	  142.847 	24.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 20:34:40 	  36.993 	  140.985 	25.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 20:23:44 	  35.818 	  141.583 	24.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.3  	2011/03/11 20:11:23 	  39.025 	  142.645 	8.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.6  	2011/03/11 19:46:49 	  40.472 	  139.070 	10.0 	 NEAR THE WEST COAST OF HONSHU, JAPAN
MAP	 3.2  	2011/03/11 19:46:27 	  19.381 	 -155.011 	9.0 	 ISLAND OF HAWAII, HAWAII
MAP	 5.2  	2011/03/11 19:45:24 	  37.653 	  141.548 	25.2 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 19:31:56 	  36.962 	  138.367 	10.3 	 EASTERN HONSHU, JAPAN
MAP	 5.5  	2011/03/11 19:24:29 	  35.770 	  140.639 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.1  	2011/03/11 19:02:59 	  39.372 	  142.900 	24.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.2  	2011/03/11 18:59:15 	  37.037 	  138.355 	10.0 	 NEAR THE WEST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 18:55:15 	  35.814 	  141.657 	24.6 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 18:44:06 	  36.858 	  141.029 	25.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 18:43:14 	  40.139 	  143.061 	89.7 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 18:39:34 	  37.916 	  143.055 	1.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.9  	2011/03/11 18:17:06 	  36.218 	  141.685 	25.4 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.7  	2011/03/11 18:11:24 	  37.118 	  142.160 	13.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.7  	2011/03/11 18:02:39 	  36.793 	  143.212 	24.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 17:50:01 	  37.648 	  144.991 	25.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/11 17:32:14 	  37.137 	  144.572 	24.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 17:30:48 	  37.418 	  141.099 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 17:23:57 	  36.015 	  141.888 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 17:17:00 	  37.111 	  144.145 	26.4 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/11 17:15:00 	  39.016 	  142.517 	51.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 17:12:41 	  37.564 	  144.069 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 16:55:53 	  37.779 	  143.171 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.8  	2011/03/11 16:54:53 	  12.304 	  -87.514 	64.3 	 NEAR THE COAST OF NICARAGUA
MAP	 5.0  	2011/03/11 16:34:22 	  39.376 	  143.405 	40.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 16:20:52 	  36.157 	  141.877 	25.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 16:11:27 	  39.463 	  143.577 	9.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/11 16:04:53 	  39.236 	  144.320 	25.5 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 15:55:23 	  36.626 	  142.162 	24.8 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 15:50:59 	  37.409 	  142.217 	24.9 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 15:46:02 	  36.022 	  141.958 	19.7 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/11 15:42:05 	  36.066 	  141.515 	15.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 15:36:16 	  38.907 	  142.722 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/11 15:32:34 	  37.216 	  142.233 	25.0 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.6  	2011/03/11 15:19:38 	  36.233 	  141.856 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 6.2  	2011/03/11 15:13:15 	  35.997 	  141.796 	18.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.0  	2011/03/11 15:01:39 	  39.082 	  142.383 	26.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.8  	2011/03/11 14:56:16 	  35.979 	  141.367 	25.0 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/11 14:54:04 	  35.919 	  141.819 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 14:44:08 	  36.655 	  140.769 	25.1 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.4  	2011/03/11 14:26:31 	  37.431 	  142.254 	13.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.1  	2011/03/11 14:20:20 	  37.947 	  143.183 	25.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 2.6  	2011/03/11 14:18:29 	  35.271 	  -92.339 	4.0 	 ARKANSAS
MAP	 5.2  	2011/03/11 14:10:39 	  37.575 	  141.963 	25.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.5  	2011/03/11 14:00:38 	  36.151 	  140.845 	30.8 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 13:58:50 	  36.681 	  141.776 	25.3 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.2  	2011/03/11 13:55:28 	  38.039 	  142.831 	24.9 	 NEAR THE EAST COAST OF HONSHU, JAPAN
MAP	 5.3  	2011/03/11 13:48:38 	  38.426 	  143.061 	25.1 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.6  	2011/03/11 13:43:10 	  38.972 	  144.209 	25.2 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 4.9  	2011/03/11 13:42:27 	  37.410 	  142.009 	25.3 	 OFF THE EAST COAST OF HONSHU, JAPAN
MAP	 5.6  	2011/03/11 13:34:36 	  36.249 	  141.850 	35.5 	 NEAR THE EAST COAST OF HONSHU, JAPAN
